Location,Status,Prosto,Na voljo,Datum
PH Rog,Prosto,35,80,2025-03-19 02:34
P+R Letališka,Odprto,,,2025-03-19 02:34
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 02:34
Bežigrad,Prosto,47,64,2025-03-19 02:48
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 02:48
Gosarjeva ulica,Prosto,46,190,2025-03-19 02:48
Gospodarsko razstavišče,Prosto,450,400,2025-03-19 02:48
Komanova ulica,Zasedeno,/,55,2025-03-19 02:48
PH Kongresni trg,Prosto,269,720,2025-03-19 02:48
Kozolec,Prosto,155,394,2025-03-19 02:48
Kranjčeva ulica,Prosto,108,117,2025-03-19 02:48
Linhartova,Prosto,114,50,2025-03-19 02:48
Metelkova ulica,Prosto,28,89,2025-03-19 02:48
Mirje,Prosto,83,107,2025-03-19 02:48
P+R Barje,Odprto,,,2025-03-19 02:48
P+R Dolgi Most,Odprto,,,2025-03-19 02:48
P+R Studenec,Odprto,,,2025-03-19 02:48
PH Kolezija,Prosto,71,80,2025-03-19 02:48
Pokopališče Polje,Prosto,30,39,2025-03-19 02:48
Povšetova ulica,Prosto,59,81,2025-03-19 02:48
Sanatorij Emona,Prosto,20,25,2025-03-19 02:48
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 02:48
Tivoli I.,Prosto,350,351,2025-03-19 02:48
Tivoli II.,Prosto,173,159,2025-03-19 02:48
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 02:48
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 02:48
Štembalova ulica,Zasedeno,/,155,2025-03-19 02:48
Žale I.,Prosto,78,125,2025-03-19 02:48
Žale II.,Prosto,53,80,2025-03-19 02:48
Žale III.,Prosto,54,83,2025-03-19 02:48
Žale IV.,Prosto,78,78,2025-03-19 02:48
Žale V.,Prosto,284,100,2025-03-19 02:48
P+R Ježica,Odprto,,,2025-03-19 02:48
P+R Stanežiče,Odprto,,,2025-03-19 02:48
ŠRC Stožice,Prosto,/,509,2025-03-19 02:48
Tacen,Prosto,/,/,2025-03-19 02:48
Bratislavska,Prosto,/,/,2025-03-19 02:48
BS4,Prosto,55,100,2025-03-19 02:48
PH Rog,Prosto,35,80,2025-03-19 02:48
P+R Letališka,Odprto,,,2025-03-19 02:48
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 02:48
Bežigrad,Prosto,47,64,2025-03-19 03:04
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 03:04
Gosarjeva ulica,Prosto,46,190,2025-03-19 03:04
Gospodarsko razstavišče,Prosto,450,400,2025-03-19 03:04
Komanova ulica,Zasedeno,/,55,2025-03-19 03:04
PH Kongresni trg,Prosto,269,720,2025-03-19 03:04
Kozolec,Prosto,154,394,2025-03-19 03:04
Kranjčeva ulica,Prosto,108,117,2025-03-19 03:04
Linhartova,Prosto,114,50,2025-03-19 03:04
Metelkova ulica,Prosto,28,89,2025-03-19 03:04
Mirje,Prosto,83,107,2025-03-19 03:04
P+R Barje,Odprto,,,2025-03-19 03:04
P+R Dolgi Most,Odprto,,,2025-03-19 03:04
P+R Studenec,Odprto,,,2025-03-19 03:04
PH Kolezija,Prosto,71,80,2025-03-19 03:04
Pokopališče Polje,Prosto,30,39,2025-03-19 03:04
Povšetova ulica,Prosto,59,81,2025-03-19 03:04
Sanatorij Emona,Prosto,20,25,2025-03-19 03:04
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 03:04
Tivoli I.,Prosto,350,351,2025-03-19 03:04
Tivoli II.,Prosto,173,159,2025-03-19 03:04
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 03:04
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 03:04
Štembalova ulica,Zasedeno,/,155,2025-03-19 03:04
Žale I.,Prosto,78,125,2025-03-19 03:04
Žale II.,Prosto,53,80,2025-03-19 03:04
Žale III.,Prosto,54,83,2025-03-19 03:04
Žale IV.,Prosto,78,78,2025-03-19 03:04
Žale V.,Prosto,284,100,2025-03-19 03:04
P+R Ježica,Odprto,,,2025-03-19 03:04
P+R Stanežiče,Odprto,,,2025-03-19 03:04
ŠRC Stožice,Prosto,/,509,2025-03-19 03:04
Tacen,Prosto,/,/,2025-03-19 03:04
Bratislavska,Prosto,/,/,2025-03-19 03:04
BS4,Prosto,55,100,2025-03-19 03:04
PH Rog,Prosto,35,80,2025-03-19 03:04
P+R Letališka,Odprto,,,2025-03-19 03:04
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 03:04
Bežigrad,Prosto,47,64,2025-03-19 03:18
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 03:18
Gosarjeva ulica,Prosto,46,190,2025-03-19 03:18
Gospodarsko razstavišče,Prosto,450,400,2025-03-19 03:18
Komanova ulica,Zasedeno,/,55,2025-03-19 03:18
PH Kongresni trg,Prosto,269,720,2025-03-19 03:18
Kozolec,Prosto,154,394,2025-03-19 03:18
Kranjčeva ulica,Prosto,108,117,2025-03-19 03:18
Linhartova,Prosto,114,50,2025-03-19 03:18
Metelkova ulica,Prosto,28,89,2025-03-19 03:18
Mirje,Prosto,83,107,2025-03-19 03:18
P+R Barje,Odprto,,,2025-03-19 03:18
P+R Dolgi Most,Odprto,,,2025-03-19 03:18
P+R Studenec,Odprto,,,2025-03-19 03:18
PH Kolezija,Prosto,71,80,2025-03-19 03:18
Pokopališče Polje,Prosto,30,39,2025-03-19 03:18
Povšetova ulica,Prosto,59,81,2025-03-19 03:18
Sanatorij Emona,Prosto,20,25,2025-03-19 03:18
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 03:18
Tivoli I.,Prosto,350,351,2025-03-19 03:18
Tivoli II.,Prosto,173,159,2025-03-19 03:18
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 03:18
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 03:18
Štembalova ulica,Zasedeno,/,155,2025-03-19 03:18
Žale I.,Prosto,78,125,2025-03-19 03:18
Žale II.,Prosto,53,80,2025-03-19 03:18
Žale III.,Prosto,54,83,2025-03-19 03:18
Žale IV.,Prosto,78,78,2025-03-19 03:18
Žale V.,Prosto,284,100,2025-03-19 03:18
P+R Ježica,Odprto,,,2025-03-19 03:18
P+R Stanežiče,Odprto,,,2025-03-19 03:18
ŠRC Stožice,Prosto,/,509,2025-03-19 03:18
Tacen,Prosto,/,/,2025-03-19 03:18
Bratislavska,Prosto,/,/,2025-03-19 03:18
BS4,Prosto,55,100,2025-03-19 03:18
PH Rog,Prosto,35,80,2025-03-19 03:18
P+R Letališka,Odprto,,,2025-03-19 03:18
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 03:18
Bežigrad,Prosto,47,64,2025-03-19 03:34
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 03:34
Gosarjeva ulica,Prosto,46,190,2025-03-19 03:34
Gospodarsko razstavišče,Prosto,450,400,2025-03-19 03:34
Komanova ulica,Zasedeno,/,55,2025-03-19 03:34
PH Kongresni trg,Prosto,269,720,2025-03-19 03:34
Kozolec,Prosto,154,394,2025-03-19 03:34
Kranjčeva ulica,Prosto,108,117,2025-03-19 03:34
Linhartova,Prosto,114,50,2025-03-19 03:34
Metelkova ulica,Prosto,28,89,2025-03-19 03:34
Mirje,Prosto,83,107,2025-03-19 03:34
P+R Barje,Odprto,,,2025-03-19 03:34
P+R Dolgi Most,Odprto,,,2025-03-19 03:34
P+R Studenec,Odprto,,,2025-03-19 03:34
PH Kolezija,Prosto,71,80,2025-03-19 03:34
Pokopališče Polje,Prosto,30,39,2025-03-19 03:34
Povšetova ulica,Prosto,59,81,2025-03-19 03:34
Sanatorij Emona,Prosto,20,25,2025-03-19 03:34
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 03:34
Tivoli I.,Prosto,350,351,2025-03-19 03:34
Tivoli II.,Prosto,173,159,2025-03-19 03:34
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 03:34
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 03:34
Štembalova ulica,Zasedeno,/,155,2025-03-19 03:34
Žale I.,Prosto,111,125,2025-03-19 03:34
Žale II.,Prosto,78,80,2025-03-19 03:34
Žale III.,Prosto,55,83,2025-03-19 03:34
Žale IV.,Prosto,78,78,2025-03-19 03:34
Žale V.,Prosto,284,100,2025-03-19 03:34
P+R Ježica,Odprto,,,2025-03-19 03:34
P+R Stanežiče,Odprto,,,2025-03-19 03:34
ŠRC Stožice,Prosto,/,509,2025-03-19 03:34
Tacen,Prosto,/,/,2025-03-19 03:34
Bratislavska,Prosto,/,/,2025-03-19 03:34
BS4,Prosto,55,100,2025-03-19 03:34
PH Rog,Prosto,35,80,2025-03-19 03:34
P+R Letališka,Odprto,,,2025-03-19 03:34
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 03:34
Bežigrad,Prosto,47,64,2025-03-19 03:48
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 03:48
Gosarjeva ulica,Prosto,45,190,2025-03-19 03:48
Gospodarsko razstavišče,Prosto,450,400,2025-03-19 03:48
Komanova ulica,Zasedeno,/,55,2025-03-19 03:48
PH Kongresni trg,Prosto,269,720,2025-03-19 03:48
Kozolec,Prosto,154,394,2025-03-19 03:48
Kranjčeva ulica,Prosto,108,117,2025-03-19 03:48
Linhartova,Prosto,114,50,2025-03-19 03:48
Metelkova ulica,Prosto,28,89,2025-03-19 03:48
Mirje,Prosto,83,107,2025-03-19 03:48
P+R Barje,Odprto,,,2025-03-19 03:48
P+R Dolgi Most,Odprto,,,2025-03-19 03:48
P+R Studenec,Odprto,,,2025-03-19 03:48
PH Kolezija,Prosto,71,80,2025-03-19 03:48
Pokopališče Polje,Prosto,30,39,2025-03-19 03:48
Povšetova ulica,Prosto,59,81,2025-03-19 03:48
Sanatorij Emona,Prosto,20,25,2025-03-19 03:48
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 03:48
Tivoli I.,Prosto,350,351,2025-03-19 03:48
Tivoli II.,Prosto,174,159,2025-03-19 03:48
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 03:48
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 03:48
Štembalova ulica,Zasedeno,/,155,2025-03-19 03:48
Žale I.,Prosto,111,125,2025-03-19 03:48
Žale II.,Prosto,78,80,2025-03-19 03:48
Žale III.,Prosto,55,83,2025-03-19 03:48
Žale IV.,Prosto,78,78,2025-03-19 03:48
Žale V.,Prosto,284,100,2025-03-19 03:48
P+R Ježica,Odprto,,,2025-03-19 03:48
P+R Stanežiče,Odprto,,,2025-03-19 03:48
ŠRC Stožice,Prosto,/,509,2025-03-19 03:48
Tacen,Prosto,/,/,2025-03-19 03:48
Bratislavska,Prosto,/,/,2025-03-19 03:48
BS4,Prosto,55,100,2025-03-19 03:48
PH Rog,Prosto,35,80,2025-03-19 03:48
P+R Letališka,Odprto,,,2025-03-19 03:48
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 03:48
Bežigrad,Prosto,47,64,2025-03-19 04:04
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 04:04
Gosarjeva ulica,Prosto,46,190,2025-03-19 04:04
Gospodarsko razstavišče,Prosto,450,400,2025-03-19 04:04
Komanova ulica,Zasedeno,/,55,2025-03-19 04:04
PH Kongresni trg,Prosto,268,720,2025-03-19 04:04
Kozolec,Prosto,154,394,2025-03-19 04:04
Kranjčeva ulica,Prosto,108,117,2025-03-19 04:04
Linhartova,Prosto,114,50,2025-03-19 04:04
Metelkova ulica,Prosto,28,89,2025-03-19 04:04
Mirje,Prosto,83,107,2025-03-19 04:04
P+R Barje,Odprto,,,2025-03-19 04:04
P+R Dolgi Most,Odprto,,,2025-03-19 04:04
P+R Studenec,Odprto,,,2025-03-19 04:04
PH Kolezija,Prosto,71,80,2025-03-19 04:04
Pokopališče Polje,Prosto,30,39,2025-03-19 04:04
Povšetova ulica,Prosto,59,81,2025-03-19 04:04
Sanatorij Emona,Prosto,20,25,2025-03-19 04:04
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 04:04
Tivoli I.,Prosto,350,351,2025-03-19 04:04
Tivoli II.,Prosto,174,159,2025-03-19 04:04
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 04:04
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 04:04
Štembalova ulica,Zasedeno,/,155,2025-03-19 04:04
Žale I.,Prosto,111,125,2025-03-19 04:04
Žale II.,Prosto,78,80,2025-03-19 04:04
Žale III.,Prosto,55,83,2025-03-19 04:04
Žale IV.,Prosto,78,78,2025-03-19 04:04
Žale V.,Prosto,284,100,2025-03-19 04:04
P+R Ježica,Odprto,,,2025-03-19 04:04
P+R Stanežiče,Odprto,,,2025-03-19 04:04
ŠRC Stožice,Prosto,/,509,2025-03-19 04:04
Tacen,Prosto,/,/,2025-03-19 04:04
Bratislavska,Prosto,/,/,2025-03-19 04:04
BS4,Prosto,55,100,2025-03-19 04:04
PH Rog,Prosto,35,80,2025-03-19 04:04
P+R Letališka,Odprto,,,2025-03-19 04:04
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 04:04
Bežigrad,Prosto,47,64,2025-03-19 04:18
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 04:18
Gosarjeva ulica,Prosto,46,190,2025-03-19 04:18
Gospodarsko razstavišče,Prosto,450,400,2025-03-19 04:18
Komanova ulica,Zasedeno,/,55,2025-03-19 04:18
PH Kongresni trg,Prosto,268,720,2025-03-19 04:18
Kozolec,Prosto,154,394,2025-03-19 04:18
Kranjčeva ulica,Prosto,108,117,2025-03-19 04:18
Linhartova,Prosto,114,50,2025-03-19 04:18
Metelkova ulica,Prosto,28,89,2025-03-19 04:18
Mirje,Prosto,83,107,2025-03-19 04:18
P+R Barje,Odprto,,,2025-03-19 04:18
P+R Dolgi Most,Odprto,,,2025-03-19 04:18
P+R Studenec,Odprto,,,2025-03-19 04:18
PH Kolezija,Prosto,71,80,2025-03-19 04:18
Pokopališče Polje,Prosto,30,39,2025-03-19 04:18
Povšetova ulica,Prosto,59,81,2025-03-19 04:18
Sanatorij Emona,Prosto,20,25,2025-03-19 04:18
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 04:18
Tivoli I.,Prosto,350,351,2025-03-19 04:18
Tivoli II.,Prosto,174,159,2025-03-19 04:18
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 04:18
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 04:18
Štembalova ulica,Zasedeno,/,155,2025-03-19 04:18
Žale I.,Prosto,111,125,2025-03-19 04:18
Žale II.,Prosto,78,80,2025-03-19 04:18
Žale III.,Prosto,55,83,2025-03-19 04:18
Žale IV.,Prosto,78,78,2025-03-19 04:18
Žale V.,Prosto,284,100,2025-03-19 04:18
P+R Ježica,Odprto,,,2025-03-19 04:18
P+R Stanežiče,Odprto,,,2025-03-19 04:18
ŠRC Stožice,Prosto,/,509,2025-03-19 04:18
Tacen,Prosto,/,/,2025-03-19 04:18
Bratislavska,Prosto,/,/,2025-03-19 04:18
BS4,Prosto,55,100,2025-03-19 04:18
PH Rog,Prosto,35,80,2025-03-19 04:18
P+R Letališka,Odprto,,,2025-03-19 04:18
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 04:18
Bežigrad,Prosto,47,64,2025-03-19 04:34
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 04:34
Gosarjeva ulica,Prosto,46,190,2025-03-19 04:34
Gospodarsko razstavišče,Prosto,449,400,2025-03-19 04:34
Komanova ulica,Zasedeno,/,55,2025-03-19 04:34
PH Kongresni trg,Prosto,268,720,2025-03-19 04:34
Kozolec,Prosto,154,394,2025-03-19 04:34
Kranjčeva ulica,Prosto,108,117,2025-03-19 04:34
Linhartova,Prosto,114,50,2025-03-19 04:34
Metelkova ulica,Prosto,28,89,2025-03-19 04:34
Mirje,Prosto,83,107,2025-03-19 04:34
P+R Barje,Odprto,,,2025-03-19 04:34
P+R Dolgi Most,Odprto,,,2025-03-19 04:34
P+R Studenec,Odprto,,,2025-03-19 04:34
PH Kolezija,Prosto,71,80,2025-03-19 04:34
Pokopališče Polje,Prosto,30,39,2025-03-19 04:34
Povšetova ulica,Prosto,59,81,2025-03-19 04:34
Sanatorij Emona,Prosto,20,25,2025-03-19 04:34
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 04:34
Tivoli I.,Prosto,350,351,2025-03-19 04:34
Tivoli II.,Prosto,174,159,2025-03-19 04:34
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 04:34
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 04:34
Štembalova ulica,Zasedeno,/,155,2025-03-19 04:34
Žale I.,Prosto,111,125,2025-03-19 04:34
Žale II.,Prosto,78,80,2025-03-19 04:34
Žale III.,Prosto,55,83,2025-03-19 04:34
Žale IV.,Prosto,78,78,2025-03-19 04:34
Žale V.,Prosto,284,100,2025-03-19 04:34
P+R Ježica,Odprto,,,2025-03-19 04:34
P+R Stanežiče,Odprto,,,2025-03-19 04:34
ŠRC Stožice,Prosto,/,509,2025-03-19 04:34
Tacen,Prosto,/,/,2025-03-19 04:34
Bratislavska,Prosto,/,/,2025-03-19 04:34
BS4,Prosto,55,100,2025-03-19 04:34
PH Rog,Prosto,35,80,2025-03-19 04:34
P+R Letališka,Odprto,,,2025-03-19 04:34
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 04:34
Bežigrad,Prosto,47,64,2025-03-19 04:48
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 04:48
Gosarjeva ulica,Prosto,46,190,2025-03-19 04:48
Gospodarsko razstavišče,Prosto,449,400,2025-03-19 04:48
Komanova ulica,Zasedeno,/,55,2025-03-19 04:48
PH Kongresni trg,Prosto,268,720,2025-03-19 04:48
Kozolec,Prosto,154,394,2025-03-19 04:48
Kranjčeva ulica,Prosto,108,117,2025-03-19 04:48
Linhartova,Prosto,114,50,2025-03-19 04:48
Metelkova ulica,Prosto,28,89,2025-03-19 04:48
Mirje,Prosto,83,107,2025-03-19 04:48
P+R Barje,Odprto,,,2025-03-19 04:48
P+R Dolgi Most,Odprto,,,2025-03-19 04:48
P+R Studenec,Odprto,,,2025-03-19 04:48
PH Kolezija,Prosto,71,80,2025-03-19 04:48
Pokopališče Polje,Prosto,30,39,2025-03-19 04:48
Povšetova ulica,Prosto,59,81,2025-03-19 04:48
Sanatorij Emona,Prosto,20,25,2025-03-19 04:48
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 04:48
Tivoli I.,Prosto,350,351,2025-03-19 04:48
Tivoli II.,Prosto,173,159,2025-03-19 04:48
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 04:48
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 04:48
Štembalova ulica,Zasedeno,/,155,2025-03-19 04:48
Žale I.,Prosto,111,125,2025-03-19 04:48
Žale II.,Prosto,78,80,2025-03-19 04:48
Žale III.,Prosto,55,83,2025-03-19 04:48
Žale IV.,Prosto,78,78,2025-03-19 04:48
Žale V.,Prosto,284,100,2025-03-19 04:48
P+R Ježica,Odprto,,,2025-03-19 04:48
P+R Stanežiče,Odprto,,,2025-03-19 04:48
ŠRC Stožice,Prosto,/,509,2025-03-19 04:48
Tacen,Prosto,/,/,2025-03-19 04:48
Bratislavska,Prosto,/,/,2025-03-19 04:48
BS4,Prosto,56,100,2025-03-19 04:48
PH Rog,Prosto,35,80,2025-03-19 04:48
P+R Letališka,Odprto,,,2025-03-19 04:48
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 04:48
Bežigrad,Prosto,47,64,2025-03-19 05:04
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 05:04
Gosarjeva ulica,Prosto,46,190,2025-03-19 05:04
Gospodarsko razstavišče,Prosto,449,400,2025-03-19 05:04
Komanova ulica,Zasedeno,/,55,2025-03-19 05:04
PH Kongresni trg,Prosto,268,720,2025-03-19 05:04
Kozolec,Prosto,154,394,2025-03-19 05:04
Kranjčeva ulica,Prosto,108,117,2025-03-19 05:04
Linhartova,Prosto,114,50,2025-03-19 05:04
Metelkova ulica,Prosto,27,89,2025-03-19 05:04
Mirje,Prosto,83,107,2025-03-19 05:04
P+R Barje,Odprto,,,2025-03-19 05:04
P+R Dolgi Most,Odprto,,,2025-03-19 05:04
P+R Studenec,Odprto,,,2025-03-19 05:04
PH Kolezija,Prosto,71,80,2025-03-19 05:04
Pokopališče Polje,Prosto,29,39,2025-03-19 05:04
Povšetova ulica,Prosto,59,81,2025-03-19 05:04
Sanatorij Emona,Prosto,20,25,2025-03-19 05:04
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 05:04
Tivoli I.,Prosto,349,351,2025-03-19 05:04
Tivoli II.,Prosto,173,159,2025-03-19 05:04
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 05:04
Trg prekomorskih brigad,Prosto,44,61,2025-03-19 05:04
Štembalova ulica,Zasedeno,/,155,2025-03-19 05:04
Žale I.,Prosto,111,125,2025-03-19 05:04
Žale II.,Prosto,77,80,2025-03-19 05:04
Žale III.,Prosto,55,83,2025-03-19 05:04
Žale IV.,Prosto,78,78,2025-03-19 05:04
Žale V.,Prosto,283,100,2025-03-19 05:04
P+R Ježica,Odprto,,,2025-03-19 05:04
P+R Stanežiče,Odprto,,,2025-03-19 05:04
ŠRC Stožice,Prosto,/,509,2025-03-19 05:04
Tacen,Prosto,/,/,2025-03-19 05:04
Bratislavska,Prosto,/,/,2025-03-19 05:04
BS4,Prosto,56,100,2025-03-19 05:04
PH Rog,Prosto,35,80,2025-03-19 05:04
P+R Letališka,Odprto,,,2025-03-19 05:04
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 05:04
Bežigrad,Prosto,47,64,2025-03-19 05:18
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 05:18
Gosarjeva ulica,Prosto,46,190,2025-03-19 05:18
Gospodarsko razstavišče,Prosto,449,400,2025-03-19 05:18
Komanova ulica,Zasedeno,/,55,2025-03-19 05:18
PH Kongresni trg,Prosto,268,720,2025-03-19 05:18
Kozolec,Prosto,153,394,2025-03-19 05:18
Kranjčeva ulica,Prosto,108,117,2025-03-19 05:18
Linhartova,Prosto,113,50,2025-03-19 05:18
Metelkova ulica,Prosto,27,89,2025-03-19 05:18
Mirje,Prosto,83,107,2025-03-19 05:18
P+R Barje,Odprto,,,2025-03-19 05:18
P+R Dolgi Most,Odprto,,,2025-03-19 05:18
P+R Studenec,Odprto,,,2025-03-19 05:18
PH Kolezija,Prosto,71,80,2025-03-19 05:18
Pokopališče Polje,Prosto,30,39,2025-03-19 05:18
Povšetova ulica,Prosto,59,81,2025-03-19 05:18
Sanatorij Emona,Prosto,20,25,2025-03-19 05:18
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 05:18
Tivoli I.,Prosto,347,351,2025-03-19 05:18
Tivoli II.,Prosto,173,159,2025-03-19 05:18
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 05:18
Trg prekomorskih brigad,Prosto,43,61,2025-03-19 05:18
Štembalova ulica,Zasedeno,/,155,2025-03-19 05:18
Žale I.,Prosto,111,125,2025-03-19 05:18
Žale II.,Prosto,77,80,2025-03-19 05:18
Žale III.,Prosto,55,83,2025-03-19 05:18
Žale IV.,Prosto,78,78,2025-03-19 05:18
Žale V.,Prosto,281,100,2025-03-19 05:18
P+R Ježica,Odprto,,,2025-03-19 05:18
P+R Stanežiče,Odprto,,,2025-03-19 05:18
ŠRC Stožice,Prosto,/,509,2025-03-19 05:18
Tacen,Prosto,/,/,2025-03-19 05:18
Bratislavska,Prosto,/,/,2025-03-19 05:18
BS4,Prosto,56,100,2025-03-19 05:18
PH Rog,Prosto,35,80,2025-03-19 05:18
P+R Letališka,Odprto,,,2025-03-19 05:18
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 05:18
Bežigrad,Prosto,47,64,2025-03-19 05:34
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 05:34
Gosarjeva ulica,Prosto,46,190,2025-03-19 05:34
Gospodarsko razstavišče,Prosto,448,400,2025-03-19 05:34
Komanova ulica,Zasedeno,/,55,2025-03-19 05:34
PH Kongresni trg,Prosto,268,720,2025-03-19 05:34
Kozolec,Prosto,153,394,2025-03-19 05:34
Kranjčeva ulica,Prosto,108,117,2025-03-19 05:34
Linhartova,Prosto,113,50,2025-03-19 05:34
Metelkova ulica,Prosto,37,89,2025-03-19 05:34
Mirje,Prosto,83,107,2025-03-19 05:34
P+R Barje,Odprto,,,2025-03-19 05:34
P+R Dolgi Most,Odprto,,,2025-03-19 05:34
P+R Studenec,Odprto,,,2025-03-19 05:34
PH Kolezija,Prosto,71,80,2025-03-19 05:34
Pokopališče Polje,Prosto,30,39,2025-03-19 05:34
Povšetova ulica,Prosto,59,81,2025-03-19 05:34
Sanatorij Emona,Prosto,20,25,2025-03-19 05:34
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 05:34
Tivoli I.,Prosto,347,351,2025-03-19 05:34
Tivoli II.,Prosto,171,159,2025-03-19 05:34
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 05:34
Trg prekomorskih brigad,Prosto,42,61,2025-03-19 05:34
Štembalova ulica,Zasedeno,/,155,2025-03-19 05:34
Žale I.,Prosto,111,125,2025-03-19 05:34
Žale II.,Prosto,76,80,2025-03-19 05:34
Žale III.,Prosto,55,83,2025-03-19 05:34
Žale IV.,Prosto,78,78,2025-03-19 05:34
Žale V.,Prosto,275,100,2025-03-19 05:34
P+R Ježica,Odprto,,,2025-03-19 05:34
P+R Stanežiče,Odprto,,,2025-03-19 05:34
ŠRC Stožice,Prosto,/,509,2025-03-19 05:34
Tacen,Prosto,/,/,2025-03-19 05:34
Bratislavska,Prosto,/,/,2025-03-19 05:34
BS4,Prosto,56,100,2025-03-19 05:34
PH Rog,Prosto,35,80,2025-03-19 05:34
P+R Letališka,Odprto,,,2025-03-19 05:34
Parkirišče PH Ilirija - trenutno ne obratuje,Zasedeno,/,/,2025-03-19 05:34
Bežigrad,Prosto,47,64,2025-03-19 05:48
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-19 05:48
Gosarjeva ulica,Prosto,46,190,2025-03-19 05:48
Gospodarsko razstavišče,Prosto,439,400,2025-03-19 05:48
Komanova ulica,Zasedeno,/,55,2025-03-19 05:48
PH Kongresni trg,Prosto,268,720,2025-03-19 05:48
Kozolec,Prosto,154,394,2025-03-19 05:48
Kranjčeva ulica,Prosto,108,117,2025-03-19 05:48
Linhartova,Prosto,111,50,2025-03-19 05:48
Metelkova ulica,Prosto,37,89,2025-03-19 05:48
Mirje,Prosto,84,107,2025-03-19 05:48
P+R Barje,Odprto,,,2025-03-19 05:48
P+R Dolgi Most,Odprto,,,2025-03-19 05:48
P+R Studenec,Odprto,,,2025-03-19 05:48
PH Kolezija,Prosto,71,80,2025-03-19 05:48
Pokopališče Polje,Prosto,30,39,2025-03-19 05:48
Povšetova ulica,Prosto,59,81,2025-03-19 05:48
Sanatorij Emona,Prosto,20,25,2025-03-19 05:48
Slovenčeva ulica,Zasedeno,0,128,2025-03-19 05:48
Tivoli I.,Prosto,338,351,2025-03-19 05:48
Tivoli II.,Prosto,170,159,2025-03-19 05:48
Trg mladinskih delovnih brigad,Prosto,19,26,2025-03-19 05:48
Trg prekomorskih brigad,Prosto,43,61,2025-03-19 05:48
